Order_ID,Order_Date,Customer_Name,Segment,Region,City,Product_ID,Product_Name,Category,Quantity,Unit_Price,Total_Sales,Cost,Profit,Payment_Type,Sales_Rep,Discount
SUD-2025-1018,12/12/25,Rania Hassan,Enterprise,Khartoum,Khartoum,PRD-104,Ergonomic Chair,Furniture,10,45054.98,450549.77,396102.06,54447.71,Cash,Mona Abdalla,0.0
SUD-2023-1019,21-02-2023,Mohamed Musa,Individual,Red Sea,Port Sudan,PRD-109,Pen Box (50 pcs),Office Supplies,4,90941.51,363766.06,"284,493 SDG",79273.14,Cash,Sara Ali,0.0
SUD-2025-1020,29/01/25,Maha Ali,Small Business,Red Sea,Port Sudan,PRD-107,Canon Printer Ink,Electronics,4,94.4k,377598.6,316788.98,60809.62,Bank,Fatima Khalid,0.0
SUD-2024-1021,"Jun 18, 2024",Khalid Abdelsalam,Small Business,Kassala,Kassala,PRD-101,HP LaserJet P1102,Electronics,9,"12,338 SDG",111045.94,"82,584 SDG",28462.4,,Yasir Hassan,0.0
SUD-2024-1022,2024/11/26,Huda Mohamed,Enterprise,Khartoum,Omdurman,PRD-108,Meeting Table,Furniture,10,"13,965 SDG",139646.2,"123,079 SDG",16566.83,Cash,Fatima Khalid,0.0
SUD-2023-1023,2023/10/10,Nour Musa,Enterprise,Khartoum,Omdurman,PRD-109,Pen Box (50 pcs),Office Supplies,9,82165.45,665540.12,466803.47,198736.65,Bank,Yasir Hassan,10.0
SUD-2025-1024,17-05-2025,Sara Ahmed,Individual,Khartoum,Khartoum,PRD-109,Pen Box (50 pcs),Office Supplies,5,69858.73,349293.66,261559.86,"87,734 SDG",Cash,Yasir Hassan,0.0
SUD-2025-1025,"Jun 09, 2025",Ali Abdelsalam,Individual,Khartoum,Omdurman,PRD-103,Office Desk - Wood,Furniture,8,70.9k,567166.86,507249.32,59.9k,Bank,Sara Ali,0.0
SUD-2024-1026,"Oct 21, 2024",Eiman Abdalla,Small Business,Kassala,Kassala,PRD-105,A4 Paper 500 Sheets,Office Supplies,2,"71,803 SDG",143605.04,129.2k,14.4k,Cash,Fatima Khalid,0.0
SUD-2025-1027,2025/04/23,Maha Hassan,Small Business,Kassala,Kassala,PRD-106,Stapler Set,Office Supplies,2,51.3k,102525.09,"77,481 SDG","25,044 SDG",Cash,Yasir Hassan,0.0
SUD-2023-1028,06/05/23,Sara Abdelsalam,Individual,Kassala,Kassala,PRD-109,Pen Box (50 pcs),Office Supplies,2,54031.59,108063.18,87593.7,20469.48,Bank,Yasir Hassan,0.0
SUD-2025-1029,20/11/25,Omer Musa,Enterprise,Khartoum,Omdurman,PRD-106,Stapler Set,Office Supplies,7,76.6k,536471.06,453663.14,82807.92,Cash,Yasir Hassan,0.0
SUD-2023-1030,2023/04/08,Khalid Yousif,Small Business,Khartoum,Khartoum,PRD-101,HP LaserJet P1102,Electronics,6,41084.8,234183.33,201320.15,32863.18,Bank,Omer Abdelrahman,5.0
SUD-2023-1031,04-05-2023,Sara Osman,Small Business,Red Sea,Port Sudan,PRD-110,Desk Lamp,Electronics,6,"70,190 SDG",379.0k,290026.16,88997.98,Bank,Mona Abdalla,10.0
SUD-2025-1032,12/12/25,Maha Ali,Individual,Red Sea,Port Sudan,PRD-105,A4 Paper 500 Sheets,Office Supplies,3,81331.1,244.0k,175488.6,68504.71,Bank,Sara Ali,0.0
SUD-2023-1033,"May 08, 2023",Nour Abdalla,Small Business,Khartoum,Omdurman,PRD-105,A4 Paper 500 Sheets,Office Supplies,7,93799.54,656.6k,504406.35,152190.42,Bank,Omer Abdelrahman,0.0
SUD-2023-1034,2023/05/31,Mohamed Hassan,Individual,Kassala,Kassala,PRD-106,Stapler Set,Office Supplies,-10,27278.28,-272.8k,-235532.79,"-37,250 SDG",Cash,Omer Abdelrahman,0.0
SUD-2023-1035,2023/03/01,Maha Ali,Small Business,Red Sea,Port Sudan,PRD-107,Canon Printer Ink,Electronics,1,25701.52,25701.52,22603.03,3098.49,Cash,Sara Ali,0.0
SUD-2023-1036,09/06/23,Rania Hassan,Small Business,Red Sea,Port Sudan,PRD-107,Canon Printer Ink,Electronics,7,35224.92,246574.44,208402.53,38171.91,Cash,Mona Abdalla,0.0
SUD-2025-1037,"Jun 01, 2025",Sara Osman,Enterprise,Red Sea,Port Sudan,PRD-108,Meeting Table,Furniture,6,78427.8,470566.82,337315.47,133251.35,Cash,Omer Abdelrahman,0.0
SUD-2024-1038,13/04/24,Ahmed Hassan,Small Business,Kassala,Kassala,PRD-103,Office Desk - Wood,Furniture,4,58907.29,"235,629 SDG",209244.98,26384.18,Bank,Fatima Khalid,0.0
SUD-2023-1039,15-12-2023,Ahmed Musa,Individual,Kassala,Kassala,PRD-101,HP LaserJet P1102,Electronics,2,17759.19,35518.38,29777.87,5740.51,,Omer Abdelrahman,0.0
SUD-2023-1040,18-06-2023,Eiman Abdelsalam,Small Business,Kassala,Kassala,PRD-110,Desk Lamp,Electronics,4,71793.56,287174.25,219711.26,67462.99,Bank,Yasir Hassan,0.0
SUD-2025-1041,14-07-2025,Sara Ali,Individual,Khartoum,Khartoum,PRD-105,A4 Paper 500 Sheets,Office Supplies,1,32189.96,32189.96,25808.71,6381.25,Cash,Omer Abdelrahman,0.0
SUD-2024-1042,22/01/24,Sara Abdelsalam,Individual,Khartoum,Omdurman,PRD-103,Office Desk - Wood,Furniture,6,97931.5,"587,589 SDG",517.8k,69793.96,Cash,Sara Ali,0.0
SUD-2025-1043,14-08-2025,Mohamed Mohamed,Individual,Red Sea,Port Sudan,PRD-110,Desk Lamp,Electronics,5,51258.44,256292.18,204650.21,51641.97,Bank,Sara Ali,0.0
SUD-2023-1044,2023/11/13,Fatima Osman,Small Business,Khartoum,Khartoum,PRD-103,Office Desk - Wood,Furniture,3,58056.41,165460.77,117265.48,48195.29,Cash,Omer Abdelrahman,5.0
SUD-2024-1045,15-02-2024,Eiman Ali,Individual,Kassala,Kassala,PRD-101,HP LaserJet P1102,Electronics,5,88582.41,420766.47,374740.66,46025.81,Bank,Fatima Khalid,5.0
SUD-2023-1046,29-10-2023,Eiman Abdelsalam,Small Business,Red Sea,Port Sudan,PRD-105,A4 Paper 500 Sheets,Office Supplies,5,58084.66,246859.81,176521.86,70337.95,Cash,Yasir Hassan,15.0
SUD-2023-1047,"Jun 10, 2023",Rania Hassan,Individual,Khartoum,Khartoum,PRD-106,Stapler Set,Office Supplies,3,18610.29,55830.87,49534.88,6295.99,Cash,Yasir Hassan,0.0
SUD-2024-1048,18-11-2024,Khalid Ali,Individual,Kassala,Kassala,PRD-104,Ergonomic Chair,Furniture,-8,8900.78,-71206.25,-59402.3,-11803.95,Bank,Yasir Hassan,0.0
SUD-2025-1049,07/05/25,Fatima Hassan,Individual,Khartoum,Omdurman,PRD-102,Dell Latitude 5400,Electronics,10,87982.56,835834.33,701601.97,134232.36,Cash,Yasir Hassan,5.0
SUD-2025-1050,03/09/25,Khalid Mohamed,Individual,Khartoum,Omdurman,PRD-105,A4 Paper 500 Sheets,Office Supplies,7,30772.0,204633.8,176398.98,28234.82,Bank,Mona Abdalla,5.0
SUD-2023-1051,2023/01/13,Ali Musa,Individual,Red Sea,Port Sudan,PRD-110,Desk Lamp,Electronics,10,2508.12,25081.17,18531.34,6549.83,Bank,Omer Abdelrahman,0.0
SUD-2024-1052,21/05/24,Ali Abdelsalam,Small Business, khartoum,Kassala,PRD-108,Meeting Table,Furniture,3,35123.53,105370.58,75739.99,29630.59,Cash,Omer Abdelrahman,0.0
SUD-2025-1053,08-12-2025,Omer Hassan,Individual,Kassala,Kassala,PRD-104,Ergonomic Chair,Furniture,3,"47,629 SDG",142885.82,108208.61,34677.21,Cash,Yasir Hassan,0.0
SUD-2024-1054,2024/02/27,Fatima Osman,Enterprise,Khartoum,Omdurman,PRD-102,Dell Latitude 5400,Electronics,6,26524.63,159147.8,121056.27,38091.53,Bank,Omer Abdelrahman,0.0
SUD-2025-1055,2025/04/11,Fatima Musa,Small Business,Khartoum,Omdurman,PRD-110,Desk Lamp,Electronics,1,"83,131 SDG",83131.16,74240.31,8890.85,Cash,Fatima Khalid,0.0
SUD-2025-1056,15-07-2025,Omer Musa,Small Business,Kassala,Kassala,PRD-104,Ergonomic Chair,Furniture,6,7.1k,42388.85,34255.58,8133.27,Cash,Fatima Khalid,0.0
SUD-2025-1057,04/11/25,Ali Hassan,Small Business,Kassala,Kassala,PRD-108,Meeting Table,Furniture,2,"52,597 SDG","105,195 SDG",90366.31,14828.56,Bank,Yasir Hassan,0.0
SUD-2025-1058,02-10-2025,Eiman Abdalla,Enterprise,Kassala,Kassala,PRD-108,Meeting Table,Furniture,10,"9,689 SDG","96,887 SDG",86474.75,10.4k,Cash,Yasir Hassan,0.0
SUD-2025-1059,"May 07, 2025",Fatima Hassan,Enterprise,Kassala,Kassala,PRD-103,Office Desk - Wood,Furniture,9,69472.99,625256.91,552128.58,73128.33,Cash,Mona Abdalla,0.0
SUD-2025-1060,2025/10/17,Ahmed Yousif,Enterprise,Red Sea,Port Sudan,PRD-106,Stapler Set,Office Supplies,6,"72,030 SDG",432182.4,326724.18,105458.22,Bank,Mona Abdalla,0.0
SUD-2023-1061,11-07-2023,Ali Mohamed,Enterprise,Khartoum,Omdurman,PRD-107,Canon Printer Ink,Electronics,5,61948.63,309743.17,232166.82,77.6k,Cash,Mona Abdalla,0.0
SUD-2025-1062,27-03-2025,Sara Ali,Individual,Khartoum,Omdurman,PRD-103,Office Desk - Wood,Furniture,9,35504.21,319.5k,229693.85,89.8k,Cash,Fatima Khalid,0.0
SUD-2024-1063,2024/08/25,Fatima Hassan,Enterprise,Kassala,Kassala,PRD-101,HP LaserJet P1102,Electronics,-4,19.2k,-76729.47,-65425.14,-11304.33,Bank,Fatima Khalid,0.0
SUD-2023-1064,08-02-2023,Mohamed Abdelsalam,Enterprise,Red Sea,Port Sudan,PRD-110,Desk Lamp,Electronics,-4,18973.78,-75895.13,-59175.5,"-16,720 SDG",Bank,Yasir Hassan,0.0
SUD-2024-1065,2024/09/02,Eiman Khalid,Small Business,Khartoum,Omdurman,PRD-102,Dell Latitude 5400,Electronics,5,88.9k,444473.39,312491.87,"131,982 SDG",Bank,Sara Ali,0.0
SUD-2025-1066,06-04-2025,Ahmed Hassan,Enterprise,Kassala,Kassala,PRD-110,Desk Lamp,Electronics,1,54858.99,54858.99,45158.29,9.7k,Bank,Sara Ali,0.0
SUD-2025-1067,"Sep 15, 2025",Fatima Ali,Enterprise,Red Sea,Port Sudan,PRD-110,Desk Lamp,Electronics,1,86985.5,86985.5,74824.04,12161.46,Cash,Mona Abdalla,0.0
SUD-2024-1068,11-06-2024,Huda Mohamed,Enterprise,Khartoum,Omdurman,PRD-109,Pen Box (50 pcs),Office Supplies,1,46908.78,"46,909 SDG",41.7k,5240.04,Bank,Fatima Khalid,0.0
SUD-2025-1069,06/03/25,Nour Abdelsalam,Small Business,Kassala,Kassala,PRD-109,Pen Box (50 pcs),Office Supplies,1,65845.51,"65,846 SDG",49699.68,16145.83,Cash,Mona Abdalla,0.0
SUD-2025-1070,2025/10/29,Huda Ali,Enterprise,Khartoum,Omdurman,PRD-109,Pen Box (50 pcs),Office Supplies,2,5818.39,11636.77,8929.02,2707.75,Bank,Yasir Hassan,0.0
SUD-2024-1071,2024/09/20,Mohamed Ali,Individual,Red Sea,Port Sudan,PRD-106,Stapler Set,Office Supplies,10,68798.14,687981.4,517457.58,170523.82,Bank,Omer Abdelrahman,0.0
SUD-2025-1072,15/07/25,Ali Mohamed,Enterprise,Khartoum,Omdurman,PRD-106,Stapler Set,Office Supplies,10,70280.24,702802.42,615299.58,"87,503 SDG",Cash,Mona Abdalla,0.0
SUD-2023-1073,"Oct 04, 2023",Ahmed Ali,Individual,Red Sea,Port Sudan,PRD-103,Office Desk - Wood,Furniture,9,55701.24,501311.2,407918.96,93392.24,Bank,Yasir Hassan,0.0
SUD-2025-1074,2025/06/26,Rania Abdelsalam,Small Business,Red Sea,Port Sudan,PRD-105,A4 Paper 500 Sheets,Office Supplies,3,42436.53,127309.6,108885.68,18423.92,Bank,Omer Abdelrahman,0.0
SUD-2025-1075,2025/07/09,Sara Ahmed,Individual,Red Sea,Port Sudan,PRD-103,Office Desk - Wood,Furniture,5,"25,382 SDG",126912.46,107619.45,"19,293 SDG",Cash,Mona Abdalla,0.0
SUD-2025-1076,27-12-2025,Sara Abdelsalam,Small Business,Red Sea,Port Sudan,PRD-102,Dell Latitude 5400,Electronics,1,54364.09,54364.09,42291.11,12072.98,Cash,Omer Abdelrahman,0.0
SUD-2023-1077,06/07/23,Ali Abdelsalam,Small Business,Red Sea,Port Sudan,PRD-104,Ergonomic Chair,Furniture,3,40141.76,120425.29,106103.88,"14,321 SDG",Bank,Sara Ali,0.0
SUD-2023-1078,11/10/23,Khalid Yousif,Individual,Khartoum,Khartoum,PRD-105,A4 Paper 500 Sheets,Office Supplies,4,58196.91,"232,788 SDG",183829.87,48957.78,Bank,Sara Ali,0.0
SUD-2025-1079,25/01/25,Khalid Osman,Individual,Khartoum,Khartoum,PRD-108,Meeting Table,Furniture,4,67906.81,258045.87,221484.85,"36,561 SDG",Bank,Sara Ali,5.0
SUD-2023-1080,08-02-2023,Eiman Yousif,Small Business,Red Sea,Port Sudan,PRD-104,Ergonomic Chair,Furniture,5,50453.19,252265.95,204311.65,47954.3,Bank,Omer Abdelrahman,0.0
SUD-2023-1081,"Jun 12, 2023",Rania Abdelsalam,Enterprise,Red Sea,Port Sudan,PRD-109,Pen Box (50 pcs),Office Supplies,7,55499.75,369073.31,"329,852 SDG",39221.28,Cash,Fatima Khalid,5.0
SUD-2023-1082,2023/03/15,Sara Osman,Enterprise,Khartoum,Omdurman,PRD-103,Office Desk - Wood,Furniture,10,62585.37,625853.7,448625.3,177228.4,Cash,Omer Abdelrahman,0.0
SUD-2023-1083,"Jun 17, 2023",Rania Khalid,Enterprise,Kassala,Kassala,PRD-104,Ergonomic Chair,Furniture,10,40871.86,367846.71,268278.32,99568.39,Bank,Yasir Hassan,10.0
SUD-2023-1084,"Jun 14, 2023",Mohamed Osman,Small Business,Khartoum,Omdurman,PRD-104,Ergonomic Chair,Furniture,6,98690.68,"592,144 SDG",458395.56,133748.51,Bank,Fatima Khalid,0.0
SUD-2023-1085,"Nov 23, 2023",Ahmed Ahmed,Small Business,Khartoum,Khartoum,PRD-102,Dell Latitude 5400,Electronics,-9,60005.1,-540045.87,-454522.17,-85523.7,Bank,Fatima Khalid,0.0
SUD-2025-1086,2025/12/30,Huda Yousif,Individual,Kassala,Kassala,PRD-108,Meeting Table,Furniture,6,71098.27,426589.61,326789.19,99800.42,Cash,Mona Abdalla,0.0
SUD-2024-1087,2024/06/21,Eiman Ali,Small Business,Red Sea,Port Sudan,PRD-103,Office Desk - Wood,Furniture,2,47928.74,95857.49,69.4k,26.5k,Cash,Mona Abdalla,0.0
SUD-2023-1088,27/12/23,Khalid Osman,Individual,Khartoum,Omdurman,PRD-103,Office Desk - Wood,Furniture,7,75112.4,525786.79,469230.28,56556.51,Bank,Omer Abdelrahman,0.0
SUD-2025-1089,08-11-2025,Fatima Yousif,Individual,Red Sea,Port Sudan,PRD-107,Canon Printer Ink,Electronics,1,"23,912 SDG",20.3k,14277.28,"6,048 SDG",Cash,Omer Abdelrahman,15.0
SUD-2023-1090,13/11/23,Maha Ali,Small Business,Kassala,Kassala,PRD-110,Desk Lamp,Electronics,5,6253.28,28139.75,24870.56,3269.19,Bank,Yasir Hassan,10.0
SUD-2025-1091,27-05-2025,Mohamed Yousif,Enterprise,Red Sea,Port Sudan,PRD-104,Ergonomic Chair,Furniture,4,9392.59,37.6k,27928.36,9641.98,Cash,Sara Ali,0.0
SUD-2025-1092,01-01-2025,Ahmed Osman,Individual,Kassala,Kassala,PRD-105,A4 Paper 500 Sheets,Office Supplies,5,70298.66,351493.28,297862.48,"53,631 SDG",Cash,Mona Abdalla,0.0
SUD-2025-1093,"Jan 12, 2025",Nour Osman,Small Business,Kassala,Kassala,PRD-110,Desk Lamp,Electronics,10,95140.33,856262.93,677416.45,178846.48,Cash,Omer Abdelrahman,10.0
SUD-2023-1094,"Jan 08, 2023",Mohamed Abdelsalam,Small Business,Red Sea,Port Sudan,PRD-110,Desk Lamp,Electronics,10,20.4k,"204,359 SDG",157.5k,46.9k,Bank,Yasir Hassan,0.0
SUD-2024-1095,28-01-2024,Mohamed Hassan,Individual,Khartoum,Omdurman,PRD-101,HP LaserJet P1102,Electronics,5,97490.69,414335.44,"347,889 SDG",66.4k,Bank,Sara Ali,15.0
SUD-2023-1096,20-07-2023,Nour Hassan,Enterprise,Khartoum,Khartoum,PRD-108,Meeting Table,Furniture,1,"42,298 SDG",42298.26,31900.99,10397.27,Cash,Fatima Khalid,0.0
SUD-2023-1097,15-02-2023,Ahmed Yousif,Individual,Kassala,Kassala,PRD-105,A4 Paper 500 Sheets,Office Supplies,3,82608.65,223043.35,188503.73,34539.62,Bank,Omer Abdelrahman,10.0
SUD-2025-1098,2025/01/10,Maha Ahmed,Individual,Kassala,Kassala,PRD-108,Meeting Table,Furniture,8,87912.83,703302.6,"515,497 SDG",187805.11,Bank,Sara Ali,0.0
SUD-2023-1099,06-03-2023,Ali Ali,Small Business,Red Sea,Port Sudan,PRD-105,A4 Paper 500 Sheets,Office Supplies,2,98753.06,"197,506 SDG",161723.17,35782.95,Cash,Yasir Hassan,0.0
SUD-2025-1100,05/08/25,Maha Mohamed,Small Business,Khartoum,Omdurman,PRD-107,Canon Printer Ink,Electronics,6,83258.09,499548.56,356029.44,143519.12,Bank,Sara Ali,
SUD-2023-1101,09/04/23,Rania Musa,Enterprise,Khartoum,Khartoum,PRD-106,Stapler Set,Office Supplies,1,3339.85,3339.85,2799.94,539.91,Bank,Fatima Khalid,0.0
SUD-2023-1102,"Dec 17, 2023",Ahmed Abdelsalam,Small Business,Red Sea,Port Sudan,PRD-103,Office Desk - Wood,Furniture,5,99670.41,498352.05,425491.73,72860.32,Cash,Omer Abdelrahman,0.0
SUD-2023-1103,21/07/23,Ahmed Hassan,Enterprise,Khartoum,Khartoum,PRD-104,Ergonomic Chair,Furniture,10,39029.35,390293.54,"289,211 SDG",101082.49,Cash,Sara Ali,0.0
SUD-2023-1104,20-02-2023,Huda Ali,Small Business,Khartoum,KHARTOUM,PRD-108,Meeting Table,Furniture,-4,24406.99,-97.6k,-80408.91,-17219.07,Bank,Omer Abdelrahman,0.0
SUD-2025-1105,13/03/25,Sara Osman,Small Business,Red Sea,Port Sudan,PRD-109,Pen Box (50 pcs),Office Supplies,7,67814.17,474699.21,405613.23,69085.98,Cash,Fatima Khalid,0.0
SUD-2025-1106,"Nov 02, 2025",Mohamed Abdalla,Individual,Red Sea,Port Sudan,PRD-106,Stapler Set,Office Supplies,1,56086.87,"56,087 SDG",49094.56,7.0k,Cash,Omer Abdelrahman,0.0
SUD-2023-1107,2023/04/22,Omer Musa,Small Business,Red Sea,Port Sudan,PRD-103,Office Desk - Wood,Furniture,7,76003.45,532024.16,447334.4,84689.76,Bank,Mona Abdalla,0.0
SUD-2025-1108,"Apr 13, 2025",Ahmed Musa,Small Business,Kassala,Kassala,PRD-105,A4 Paper 500 Sheets,Office Supplies,6,62491.84,318708.4,261856.42,56851.98,Bank,Mona Abdalla,15.0
SUD-2024-1109,12-10-2024,Maha Hassan,Individual,Kassala,Kassala,PRD-108,Meeting Table,Furniture,3,90607.55,271822.66,218218.66,53604.0,Bank,Sara Ali,0.0
SUD-2025-1110,2025/01/30,Sara Abdelsalam,Small Business,Khartoum,Omdurman,PRD-106,Stapler Set,Office Supplies,7,53313.02,"373,191 SDG",320681.06,"52,510 SDG",Bank,Fatima Khalid,0.0
SUD-2024-1111,"Jul 02, 2024",Fatima Yousif,Small Business,Khartoum,Khartoum,PRD-108,Meeting Table,Furniture,1,"50,227 SDG",50227.4,39771.42,10455.98,Bank,Mona Abdalla,0.0
SUD-2024-1112,2024/09/18,Omer Ahmed,Small Business,Khartoum,Omdurman,PRD-105,A4 Paper 500 Sheets,Office Supplies,5,36046.51,180.2k,147057.16,33175.41,Cash,Sara Ali,0.0
SUD-2025-1113,21/04/25,Eiman Khalid,Individual,Red Sea,Port Sudan,PRD-110,Desk Lamp,Electronics,9,"47,092 SDG",423825.1,330609.05,93216.05,Cash,Fatima Khalid,0.0
SUD-2023-1114,14-07-2023,Ali Yousif,Small Business,Red Sea,Port Sudan,PRD-103,Office Desk - Wood,Furniture,3,52493.13,133857.49,109814.96,24042.53,Cash,Yasir Hassan,15.0
SUD-2025-1115,2025/10/04,Khalid Yousif,Individual,Kassala,Kassala,PRD-106,Stapler Set,Office Supplies,5,35818.1,"179,090 SDG","126,503 SDG",52587.96,Bank,Yasir Hassan,0.0
SUD-2024-1116,01/01/24,Mohamed Hassan,Enterprise,Red Sea,Port Sudan,PRD-109,Pen Box (50 pcs),Office Supplies,5,47156.32,235781.6,182224.75,53.6k,Bank,Mona Abdalla,0.0
SUD-2024-1117,2024/08/05,Khalid Osman,Enterprise,Khartoum,Omdurman,PRD-107,Canon Printer Ink,Electronics,9,"11,044 SDG","99,400 SDG",83253.41,16146.89,Bank,Mona Abdalla,0.0
SUD-2024-1118,2024/04/16,Huda Yousif,Enterprise,Khartoum,Omdurman,PRD-106,Stapler Set,Office Supplies,1,29.1k,27677.31,23516.08,4161.23,Bank,Fatima Khalid,5.0
SUD-2023-1119,2023/06/29,Fatima Musa,Individual,Khartoum,Khartom,PRD-105,A4 Paper 500 Sheets,Office Supplies,8,49483.25,395866.02,306314.29,89551.73,Bank,Mona Abdalla,0.0
SUD-2024-1120,"Dec 30, 2024",Eiman Osman,Enterprise,Kassala,Kassala,PRD-109,Pen Box (50 pcs),Office Supplies,10,5594.95,55949.54,"47,147 SDG",8802.55,Cash,Yasir Hassan,0.0
SUD-2025-1121,2025/08/26,Khalid Ali,Enterprise,Red Sea,Port Sudan,PRD-104,Ergonomic Chair,Furniture,2,45846.41,91692.82,68.6k,23.1k,Cash,Omer Abdelrahman,0.0
SUD-2023-1122,29/04/23,,Enterprise,Khartoum,Khartoum,PRD-109,Pen Box (50 pcs),Office Supplies,5,19863.82,99319.1,86223.08,13096.02,Cash,Mona Abdalla,0.0
SUD-2024-1123,05/05/24,Omer Khalid,Enterprise,Kassala,Kassala,PRD-103,Office Desk - Wood,Furniture,9,89271.67,"803,445 SDG",671535.82,131909.24,Cash,Omer Abdelrahman,0.0
SUD-2025-1124,"Aug 21, 2025",Ali Musa,Individual,Khartoum,Omdurman,PRD-103,Office Desk - Wood,Furniture,2,"10,518 SDG",21036.38,"17,194 SDG",3841.91,Cash,Mona Abdalla,0.0
SUD-2023-1125,"Aug 24, 2023",Nour Ahmed,Enterprise,Red Sea,Port Sudan,PRD-108,Meeting Table,Furniture,3,39119.72,117359.15,103267.78,14091.37,Cash,Mona Abdalla,0.0
SUD-2024-1126,10-11-2024,Huda Mohamed,Enterprise,Red Sea,Port Sudan,PRD-110,Desk Lamp,Electronics,6,"61,366 SDG",368195.59,265232.08,"102,964 SDG",Bank,Yasir Hassan,0.0
SUD-2024-1127,10/03/24,Eiman Hassan,Individual,Red Sea,Port Sudan,PRD-108,Meeting Table,Furniture,7,49805.36,313773.77,225157.01,88616.76,Cash,Fatima Khalid,10.0
SUD-2024-1128,2024/04/04,Mohamed Osman,Small Business,Kassala,Kassala,PRD-105,A4 Paper 500 Sheets,Office Supplies,8,89883.01,"719,064 SDG",578776.32,"140,288 SDG",Bank,Sara Ali,0.0
SUD-2023-1129,05/02/23,Ahmed Ali,Individual, kassala,Kassala,PRD-105,A4 Paper 500 Sheets,Office Supplies,8,13.0k,103838.5,92820.62,11017.88,Cash,Fatima Khalid,0.0
