Order_ID,Order_Date,Customer_Name,Segment,Region,City,Product_ID,Product_Name,Category,Quantity,Unit_Price,Total_Sales,Cost,Profit,Payment_Type,Sales_Rep,Discount
SUD-2024-1048,2024/11/18,Omer Musa,Enterprise,Red Sea,Port Sudan,PRD-106,Stapler Set,Office Supplies,-8,8900.78,"-71,206 SDG",-59402.3,-11803.95,Bank,Yasir Hassan,0.0
SUD-2025-1049,07-05-2025,,Individual,Khartoum,Omdurman,PRD-110,Desk Lamp,Electronics,10,87982.56,835834.33,701601.97,134232.36,Cash,Fatima Khalid,5.0
SUD-2025-1050,03/09/25,Ahmed Osman,Individual,Kassala,Kassala,PRD-102,Dell Latitude 5400,Electronics,7,30772.0,204.6k,176398.98,"28,235 SDG",Cash,Omer Abdelrahman,5.0
SUD-2023-1051,"Jan 13, 2023",Omer Ahmed,Small Business,Kassala,Kassala,PRD-102,Dell Latitude 5400,Electronics,10,2508.12,25081.17,18531.34,6549.83,Cash,Fatima Khalid,0.0
SUD-2024-1052,2024/05/21,Eiman Musa,Small Business,Khartoum,Omdurman,PRD-104,Ergonomic Chair,Furniture,3,35123.53,105370.58,"75,740 SDG",29630.59,Bank,Fatima Khalid,0.0
SUD-2025-1053,"Dec 08, 2025",Mohamed Musa,Enterprise,Kassala,Kassala,PRD-101,HP LaserJet P1102,Electronics,3,47628.61,142885.82,108208.61,"34,677 SDG",Bank,Yasir Hassan,0.0
SUD-2024-1054,27-02-2024,Maha Ali,Individual,Khartoum,Khartoum,PRD-103,Office Desk - Wood,Furniture,6,26524.63,159147.8,121056.27,38091.53,Bank,Sara Ali,0.0
SUD-2025-1055,2025/04/11,Rania Mohamed,Small Business,Kassala,Kassala,PRD-106,Stapler Set,Office Supplies,1,83131.16,83131.16,74240.31,8.9k,Bank,Mona Abdalla,0.0
SUD-2025-1056,2025/07/15,Omer Hassan,Individual,Khartoum, omdurman,PRD-110,Desk Lamp,Electronics,6,7064.81,42388.85,34255.58,8133.27,Bank,Yasir Hassan,0.0
SUD-2025-1057,2025/11/04,Eiman Mohamed,Enterprise,RED SEA,Port Sudan,PRD-101,HP LaserJet P1102,Electronics,2,52597.43,105194.87,90366.31,"14,829 SDG",Bank,Mona Abdalla,0.0
SUD-2025-1058,02-10-2025,Sara Ahmed,Individual,Kassala,Kassala,PRD-105,A4 Paper 500 Sheets,Office Supplies,10,"9,689 SDG",96887.25,86474.75,10412.5,Bank,Omer Abdelrahman,0.0
SUD-2025-1059,"May 07, 2025",Maha Hassan,Enterprise,Khartoum,Omdurman,PRD-102,Dell Latitude 5400,Electronics,9,"69,473 SDG",625256.91,552128.58,73128.33,Cash,Fatima Khalid,0.0
SUD-2025-1060,2025/10/17,Maha Hassan,Small Business,Kassala,Kassala,PRD-110,Desk Lamp,Electronics,6,72030.4,432182.4,326724.18,105.5k,Bank,Fatima Khalid,0.0
SUD-2023-1061,11/07/23,Ahmed Mohamed,Small Business,Khartoum,Khartoum,PRD-104,Ergonomic Chair,Furniture,5,61948.63,309743.17,232166.82,77.6k,Bank,Yasir Hassan,0.0
SUD-2025-1062,"Mar 27, 2025",Sara Ali,Small Business,Khartoum,Khartoum,PRD-106,Stapler Set,Office Supplies,9,35504.21,319537.87,229693.85,89.8k,Cash,Sara Ali,0.0
SUD-2024-1063,25-08-2024,Maha Hassan,Small Business,Kassala,Kassala,PRD-107,Canon Printer Ink,Electronics,-4,19182.37,-76729.47,-65425.14,-11304.33,Bank,Yasir Hassan,0.0
SUD-2023-1064,2023/02/08,Ahmed Mohamed,Enterprise,Red Sea,Port Sudan,PRD-106,Stapler Set,Office Supplies,-4,"18,974 SDG","-75,895 SDG",-59175.5,-16719.63,Bank,Omer Abdelrahman,0.0
SUD-2024-1065,02/09/24,,Enterprise,Red Sea,Port Sudan,PRD-108,Meeting Table,Furniture,5,"88,895 SDG",444473.39,312491.87,131981.52,Bank,Yasir Hassan,0.0
SUD-2025-1066,06/04/25,Ali Yousif,Enterprise,Red Sea,Port Sudan,PRD-109,Pen Box (50 pcs),Office Supplies,1,"54,859 SDG",54858.99,45158.29,9700.7,Cash,Fatima Khalid,0.0
SUD-2025-1067,"Sep 15, 2025",Huda Abdalla,Individual,Red Sea,Port Sudan,PRD-105,A4 Paper 500 Sheets,Office Supplies,1,86985.5,86985.5,74824.04,12161.46,Cash,Yasir Hassan,0.0
SUD-2024-1068,2024/06/11,Maha Osman,Individual,Kassala,Kassala,PRD-106,Stapler Set,Office Supplies,1,46908.78,46908.78,41668.74,5240.04,Bank,Omer Abdelrahman,0.0
SUD-2025-1069,06-03-2025,Omer Musa,Individual,Khartoum,Khartoum,PRD-109,Pen Box (50 pcs),Office Supplies,1,65.8k,65845.51,49699.68,16145.83,Cash,Sara Ali,0.0
SUD-2025-1070,2025/10/29,Maha Osman,Individual,Red Sea,Port Sudan,PRD-101,HP LaserJet P1102,Electronics,2,5818.39,11636.77,8929.02,2707.75,Bank,Yasir Hassan,0.0
SUD-2024-1071,"Sep 20, 2024",Maha Yousif,Individual,Khartoum,Omdurman,PRD-109,Pen Box (50 pcs),Office Supplies,10,"68,798 SDG",687981.4,517457.58,170523.82,Bank,Yasir Hassan,0.0
SUD-2025-1072,"Jul 15, 2025",Ali Yousif,Small Business,Khartoum,Omdurman,PRD-108,Meeting Table,Furniture,10,70280.24,702.8k,615299.58,87502.84,Bank,Fatima Khalid,0.0
SUD-2023-1073,"Oct 04, 2023",Rania Khalid,Individual,Red Sea,Port Sudan,PRD-103,Office Desk - Wood,Furniture,9,55701.24,501.3k,407918.96,93392.24,Cash,Sara Ali,0.0
SUD-2025-1074,"Jun 26, 2025",Maha Musa,Individual,Red Sea,Port Sudan,PRD-110,Desk Lamp,Electronics,3,42436.53,127309.6,108885.68,"18,424 SDG",Bank,Fatima Khalid,0.0
SUD-2025-1075,09-07-2025,Fatima Ahmed,Individual,Kassala,Kassala,PRD-110,Desk Lamp,Electronics,5,"25,382 SDG",126912.46,"107,619 SDG",19293.01,Cash,Yasir Hassan,0.0
SUD-2025-1076,27/12/25,Rania Ahmed,Individual,Red Sea,Port Sudan,PRD-108,Meeting Table,Furniture,1,54364.09,54.4k,42291.11,"12,073 SDG",Bank,Mona Abdalla,0.0
SUD-2023-1077,2023/07/06,Ali Abdelsalam,Enterprise,Kassala,Kassala,PRD-103,Office Desk - Wood,Furniture,3,"40,142 SDG",120425.29,106103.88,14321.41,Bank,Yasir Hassan,0.0
SUD-2023-1078,"Oct 11, 2023",Maha Ali,Small Business,Red Sea,Port Sudan,PRD-108,Meeting Table,Furniture,4,58196.91,232787.65,183829.87,48957.78,Cash,Sara Ali,0.0
SUD-2025-1079,"Jan 25, 2025",Fatima Osman,Enterprise,Red Sea,Port Sudan,PRD-104,Ergonomic Chair,Furniture,4,67906.81,258045.87,221484.85,36561.02,Bank,Yasir Hassan,5.0
SUD-2023-1080,08-02-2023,Sara Yousif,Small Business,Khartoum,Omdurman,PRD-105,A4 Paper 500 Sheets,Office Supplies,5,50453.19,252265.95,204311.65,"47,954 SDG",Cash,Yasir Hassan,0.0
SUD-2023-1081,12-06-2023,Maha Yousif,Small Business,Kassala,Kassala,PRD-104,Ergonomic Chair,Furniture,7,55499.75,369073.31,329852.03,39221.28,Bank,Yasir Hassan,5.0
SUD-2023-1082,15/03/23,Khalid Hassan,Individual,Khartoum,Khartoum,PRD-108,Meeting Table,Furniture,10,62585.37,625853.7,448.6k,177228.4,Cash,Yasir Hassan,0.0
SUD-2023-1083,17/06/23,Eiman Ahmed,Enterprise,Red Sea,Port Sudan,PRD-109,Pen Box (50 pcs),Office Supplies,10,40871.86,"367,847 SDG","268,278 SDG",99568.39,Cash,Fatima Khalid,10.0
SUD-2023-1084,"Jun 14, 2023",Huda Abdalla,Enterprise,Kassala,Kassala,PRD-105,A4 Paper 500 Sheets,Office Supplies,6,98690.68,592144.07,458395.56,"133,749 SDG",Bank,Mona Abdalla,0.0
SUD-2023-1085,23/11/23,Khalid Yousif,Enterprise,Kassala,Kassala,PRD-107,Canon Printer Ink,Electronics,-9,60005.1,-540045.87,-454522.17,-85523.7,Cash,Mona Abdalla,0.0
SUD-2025-1086,30-12-2025,Omer Musa,Small Business,Khartoum,Khartoum,PRD-103,Office Desk - Wood,Furniture,6,"71,098 SDG",426.6k,326789.19,99800.42,Cash,Omer Abdelrahman,0.0
SUD-2024-1087,2024/06/21,,Individual,Red Sea,Port Sudan,PRD-109,Pen Box (50 pcs),Office Supplies,2,47928.74,95857.49,69378.16,26479.33,Bank,Mona Abdalla,0.0
SUD-2023-1088,27/12/23,Khalid Yousif,Enterprise,Khartoum,Khartoum,PRD-110,Desk Lamp,Electronics,7,"75,112 SDG",525786.79,469230.28,56556.51,Bank,Omer Abdelrahman,0.0
SUD-2025-1089,2025/11/08,Nour Osman,Individual,Red Sea,Port Sudan,PRD-106,Stapler Set,Office Supplies,1,23912.39,20325.53,14277.28,6048.25,Bank,Sara Ali,15.0
SUD-2023-1090,"Nov 13, 2023",Maha Hassan,Enterprise,Khartoum,Omdurman,PRD-104,Ergonomic Chair,Furniture,5,"6,253 SDG",28139.75,"24,871 SDG",3269.19,Bank,Sara Ali,10.0
SUD-2025-1091,"May 27, 2025",Eiman Khalid,Enterprise,Red Sea,Port Sudan,PRD-107,Canon Printer Ink,Electronics,4,9392.59,37570.34,27928.36,9641.98,Bank,Yasir Hassan,0.0
SUD-2025-1092,01-01-2025,Fatima Mohamed,Individual,Kassala,Kassala,PRD-104,Ergonomic Chair,Furniture,5,70298.66,351.5k,297862.48,53630.8,Cash,Mona Abdalla,
SUD-2025-1093,2025/01/12,Khalid Musa,Small Business,Kassala,Kassala,PRD-102,Dell Latitude 5400,Electronics,10,95.1k,856262.93,677416.45,178846.48,Bank,Omer Abdelrahman,10.0
SUD-2023-1094,"Jan 08, 2023",Maha Hassan,Small Business,Kassala,Kassala,PRD-105,A4 Paper 500 Sheets,Office Supplies,10,20435.87,204358.74,157493.24,46865.5,Bank,Yasir Hassan,0.0
SUD-2024-1095,28/01/24,Ahmed Abdalla,Enterprise,Red Sea,Port Sudan,PRD-102,Dell Latitude 5400,Electronics,5,97490.69,414.3k,"347,889 SDG",66446.0,Bank,Fatima Khalid,15.0
SUD-2023-1096,20/07/23,Maha Yousif,Enterprise,Red Sea,Port Sudan,PRD-103,Office Desk - Wood,Furniture,1,"42,298 SDG",42.3k,31900.99,10397.27,Bank,Yasir Hassan,0.0
SUD-2023-1097,15-02-2023,Maha Hassan,Individual,Khartoum,Khartoum,PRD-107,Canon Printer Ink,Electronics,3,82608.65,223043.35,188503.73,"34,540 SDG",Cash,Fatima Khalid,10.0
SUD-2025-1098,"Jan 10, 2025",Eiman Ali,Individual,Khartoum,Omdurman,PRD-103,Office Desk - Wood,Furniture,8,87912.83,703302.6,515497.49,187805.11,Bank,Fatima Khalid,0.0
SUD-2023-1099,"Mar 06, 2023",Sara Abdalla,Small Business,Khartoum,Khartoum,PRD-109,Pen Box (50 pcs),Office Supplies,2,98753.06,197506.12,161723.17,35782.95,Bank,Mona Abdalla,0.0
SUD-2025-1100,"Aug 05, 2025",Eiman Osman,Enterprise,Khartoum,Khartoum,PRD-103,Office Desk - Wood,Furniture,6,83258.09,"499,549 SDG",356029.44,143519.12,,Sara Ali,0.0
SUD-2023-1101,2023/04/09,Sara Hassan,Enterprise,Kassala,Kassala,PRD-110,Desk Lamp,Electronics,1,"3,340 SDG",3339.85,2799.94,539.91,Cash,Sara Ali,0.0
SUD-2023-1102,2023/12/17,Fatima Hassan,Enterprise,Red Sea,Port Sudan,PRD-102,Dell Latitude 5400,Electronics,5,"99,670 SDG",498352.05,425491.73,72860.32,Bank,Omer Abdelrahman,0.0
SUD-2023-1103,21/07/23,Sara Ahmed,Small Business,Khartoum,Omdurman,PRD-102,Dell Latitude 5400,Electronics,10,"39,029 SDG",390293.54,289211.05,101082.49,Cash,Fatima Khalid,0.0
SUD-2023-1104,20-02-2023,Ahmed Mohamed,Small Business,Kassala,Kassala,PRD-102,Dell Latitude 5400,Electronics,-4,24406.99,-97627.98,"-80,409 SDG",-17219.07,Bank,Mona Abdalla,0.0
SUD-2025-1105,"Mar 13, 2025",Sara Abdelsalam,Individual,Red Sea,Port Sudan,PRD-102,Dell Latitude 5400,Electronics,7,"67,814 SDG",474699.21,"405,613 SDG",69085.98,Cash,Omer Abdelrahman,0.0
SUD-2025-1106,02/11/25,Nour Ahmed,Small Business,Red Sea,Port Sudan,PRD-105,A4 Paper 500 Sheets,Office Supplies,1,56.1k,56086.87,49094.56,6992.31,Cash,Yasir Hassan,0.0
SUD-2023-1107,22/04/23,Maha Yousif,Enterprise, kassala,Kassala,PRD-106,Stapler Set,Office Supplies,7,76003.45,532.0k,447334.4,84689.76,Cash,Sara Ali,0.0
SUD-2025-1108,"Apr 13, 2025",Ali Hassan,Individual,Red Sea,Port Sudan,PRD-110,Desk Lamp,Electronics,6,62491.84,318708.4,261856.42,56851.98,Cash,Fatima Khalid,15.0
SUD-2024-1109,2024/10/12,Maha Yousif,Enterprise,Khartoum,Khartoum,PRD-110,Desk Lamp,Electronics,3,90.6k,271822.66,218218.66,"53,604 SDG",Cash,Mona Abdalla,
SUD-2025-1110,2025/01/30,Huda Abdelsalam,Individual,Khartoum,Khartoum,PRD-109,Pen Box (50 pcs),Office Supplies,7,53313.02,373191.16,320681.06,"52,510 SDG",Cash,Yasir Hassan,0.0
SUD-2024-1111,2024/07/02,Khalid Ahmed,Enterprise,Khartoum,Khartoum,PRD-102,Dell Latitude 5400,Electronics,1,50227.4,50227.4,39771.42,10455.98,Bank,Sara Ali,0.0
SUD-2024-1112,18-09-2024,Mohamed Osman,Enterprise,Khartoum,Omdurman,PRD-110,Desk Lamp,Electronics,5,36046.51,180232.57,147057.16,33175.41,Cash,Mona Abdalla,0.0
SUD-2025-1113,21/04/25,Ahmed Abdelsalam,Individual,Khartoum,Omdurman,PRD-105,A4 Paper 500 Sheets,Office Supplies,9,47091.68,423825.1,330609.05,93216.05,Bank,Omer Abdelrahman,
SUD-2023-1114,"Jul 14, 2023",Ali Abdelsalam,Enterprise,Khartoum,Khartoum,PRD-101,HP LaserJet P1102,Electronics,3,52493.13,133857.49,109814.96,24.0k,Cash,Omer Abdelrahman,15.0
SUD-2025-1115,04/10/25,Omer Musa,Small Business,Kassala,Kassala,PRD-102,Dell Latitude 5400,Electronics,5,"35,818 SDG",179090.49,126502.53,52587.96,Bank,Omer Abdelrahman,0.0
SUD-2024-1116,01-01-2024,Khalid Ahmed,Individual,Red Sea,Port Sudan,PRD-106,Stapler Set,Office Supplies,5,47156.32,"235,782 SDG",182224.75,53556.85,Cash,Fatima Khalid,0.0
SUD-2024-1117,"Aug 05, 2024",Sara Ahmed,Enterprise,Red Sea,Port Sudan,PRD-108,Meeting Table,Furniture,9,11044.48,99400.3,83253.41,16146.89,Bank,Yasir Hassan,0.0
SUD-2024-1118,2024/04/16,Ahmed Ali,Individual,Khartoum,Omdurman,PRD-109,Pen Box (50 pcs),Office Supplies,1,29.1k,27677.31,23516.08,4161.23,Bank,Fatima Khalid,5.0
SUD-2023-1119,29-06-2023,Eiman Mohamed,Enterprise,Red Sea,Port Sudan,PRD-101,HP LaserJet P1102,Electronics,8,"49,483 SDG",395.9k,"306,314 SDG",89551.73,Bank,Omer Abdelrahman,
SUD-2024-1120,2024/12/30,Maha Osman,Small Business,Red Sea,Port Sudan,PRD-106,Stapler Set,Office Supplies,10,5594.95,55.9k,47146.99,8802.55,Bank,Yasir Hassan,0.0
SUD-2025-1121,2025/08/26,Omer Musa,Enterprise,Khartoum,Khartoum,PRD-101,HP LaserJet P1102,Electronics,2,45846.41,91692.82,68631.53,"23,061 SDG",Bank,Omer Abdelrahman,0.0
SUD-2023-1122,29/04/23,Nour Ahmed,Small Business,Red Sea,Port Sudan,PRD-108,Meeting Table,Furniture,5,19863.82,99319.1,86223.08,13096.02,Cash,Yasir Hassan,0.0
SUD-2024-1123,2024/05/05,Omer Hassan,Small Business,Khartoum,Omdurman,PRD-101,HP LaserJet P1102,Electronics,9,89271.67,803445.06,671.5k,"131,909 SDG",Cash,Omer Abdelrahman,0.0
SUD-2025-1124,21/08/25,Fatima Ali,Small Business,Red Sea,Port Sudan,PRD-105,A4 Paper 500 Sheets,Office Supplies,2,10518.19,21.0k,17.2k,3841.91,Cash,Fatima Khalid,0.0
SUD-2023-1125,24/08/23,Nour Musa,Small Business,RED SEA,Port Sudan,PRD-102,Dell Latitude 5400,Electronics,3,39119.72,117359.15,"103,268 SDG",14091.37,Bank,Fatima Khalid,0.0
SUD-2024-1126,10-11-2024,Khalid Abdalla,Enterprise,Red Sea,Port Sudan,PRD-105,A4 Paper 500 Sheets,Office Supplies,6,61365.93,368195.59,"265,232 SDG",102963.51,,Fatima Khalid,0.0
SUD-2024-1127,"Mar 10, 2024",Rania Abdelsalam,Enterprise,Kassala,Kassala,PRD-103,Office Desk - Wood,Furniture,7,49805.36,313.8k,225157.01,88616.76,Cash,Mona Abdalla,10.0
SUD-2024-1128,04/04/24,Fatima Hassan,Enterprise,Khartoum,Omdurman,PRD-101,HP LaserJet P1102,Electronics,8,"89,883 SDG","719,064 SDG",578.8k,140287.77,Cash,Mona Abdalla,0.0
SUD-2023-1129,"Feb 05, 2023",Mohamed Ali,Small Business,Kassala,Kassala,PRD-110,Desk Lamp,Electronics,8,12979.81,103838.5,92820.62,"11,018 SDG",Bank,Sara Ali,0.0
